query_id,category_l1,category_l2,query_type,Query_EN,Query_IT,Query_DE
q98f74500c,Electronics,laptop stand,generic,compare laptop stand,confronta supporto laptop,Laptop-Ständer vergleich
q9096f761d,Sporting Goods,ski helmet,branded,Smith Vantage MIPS review,Smith Vantage MIPS recensione,Smith Vantage MIPS test
q154610dcb,Sporting Goods,protein powder,branded,Optimum Nutrition Gold Standard Whey,Optimum Nutrition Gold Standard Whey,Optimum Nutrition Gold Standard Whey
q2fcf273d4,Home & Garden,air purifier,generic,top air purifier,top purificatore d'aria,top Luftreiniger
qbbcc1b5a5,Sporting Goods,energy gel,generic,energy gel professional,gel energetico professionale,professioneller Energiegel
q6ec81ab32,Electronics,gaming desk,generic,gaming desk online,scrivania gaming online,Gaming-Schreibtisch online
q9d84a10e2,Home & Garden,air fryer,generic,air fryer under 100,friggitrice ad aria sotto 100 euro,Heißluftfritteuse unter 100 euro
q8a26ef32d,Sporting Goods,surf board,generic,surf board price,prezzo tavola da surf,Surfbrett preis
qb4da037f5,Electronics,home cinema system,generic,home cinema system for beginners,sistema home cinema per principianti,Heimkinosystem für anfänger
q33939979a,Sporting Goods,yoga mat,branded,Manduka PRO Yoga Mat,Manduka PRO Yoga Mat,Manduka PRO Yoga Mat
q39c796486,Apparel & Accessories,sunglasses,branded,Ray-Ban Wayfarer offers,Ray-Ban Wayfarer offerte,Ray-Ban Wayfarer angebote
q5cbeb9acc,Home & Garden,air purifier,generic,air purifier amazon,purificatore d'aria amazon,Luftreiniger amazon
qad90720a0,Apparel & Accessories,sandals,generic,sandals specs,specifiche sandali,Sandalen technische daten
q237c8fe6c,Electronics,noise cancelling headphones,branded,Bose QuietComfort 45 offers,Bose QuietComfort 45 offerte,Bose QuietComfort 45 angebote
q4d3cefd44,Sporting Goods,ski helmet,branded,Atomic Backland UL,Atomic Backland UL,Atomic Backland UL
qded4d0a25,Home & Garden,standing desk,branded,Uplift V2,Uplift V2,Uplift V2
qc6e184397,Electronics,screen protector,generic,cheap screen protector,protezione schermo economici,günstiger Displayschutzfolie
q1da631b38,Electronics,mirrorless camera,generic,compare mirrorless camera,confronta fotocamera mirrorless,Systemkamera vergleich
q32a1c53be,Home & Garden,hair dryer,branded,Parlux Alyon Air Ionizer price,Parlux Alyon Air Ionizer prezzo,Parlux Alyon Air Ionizer preis
qf1a6ed92e,Apparel & Accessories,running watch,generic,best value running watch,orologio da corsa miglior rapporto qualità prezzo,bestes preis-leistungs Laufuhr
qf8bcd548a,Electronics,Android tablet,generic,buy Android tablet online,comprare tablet Android online,Android-Tablet online kaufen
qd56e56a14,Home & Garden,hair dryer,generic,hair dryer review,recensione asciugacapelli,Haartrockner test
qe780535fe,Electronics,DAC amplifier,generic,DAC amplifier sale,DAC amplificatore saldi,DAC Verstärker sale
qe0d438e5e,Apparel & Accessories,sandals,generic,sandals for beginners,sandali per principianti,Sandalen für anfänger
qb81ef493b,Electronics,earbuds,branded,OnePlus Buds 3 offers,OnePlus Buds 3 offerte,OnePlus Buds 3 angebote
qa9ee3bc87,Apparel & Accessories,football boots,generic,football boots under 500,scarpe da calcio sotto 500 euro,Fußballschuhe unter 500 euro
qe609efdce,Beauty & Personal Care,face moisturiser,branded,CeraVe Moisturising Cream review,CeraVe Moisturising Cream recensione,CeraVe Moisturising Cream test
q65744f5df,Electronics,gaming monitor,branded,LG UltraGear 27GP850,LG UltraGear 27GP850,LG UltraGear 27GP850
qb672b87ff,Electronics,Android tablet,generic,best Android tablet,migliori tablet Android,bestes Android-Tablet
qc4aa1c894,Electronics,webcam,branded,Elgato Facecam Pro offers,Elgato Facecam Pro offerte,Elgato Facecam Pro angebote
qaedb958e4,Electronics,noise cancelling headphones,branded,buy Sony WH-1000XM5,acquista Sony WH-1000XM5,Sony WH-1000XM5 kaufen
q3075e1401,Electronics,ultrabook,generic,ultrabook,ultrabook,Ultrabook
q5fbf55d27,Home & Garden,coffee machine,generic,where to buy coffee machine,dove comprare macchina del caffè,wo Kaffeemaschine kaufen
q72ba32ffe,Electronics,vinyl record player,generic,compare vinyl record player,confronta giradischi,Plattenspieler vergleich
q9a56b1ee6,Electronics,wireless charger,branded,buy Belkin BoostCharge Pro,acquista Belkin BoostCharge Pro,Belkin BoostCharge Pro kaufen
q848d405a1,Electronics,business laptop,generic,buy business laptop,acquista laptop business,Business-Laptop kaufen
q13b86f5fd,Electronics,SSD,branded,Samsung 990 Pro 2TB offers,Samsung 990 Pro 2TB offerte,Samsung 990 Pro 2TB angebote
qad2460438,Sporting Goods,road bike,branded,Bianchi Oltre RC offers,Bianchi Oltre RC offerte,Bianchi Oltre RC angebote
qbf7a1b4c9,Home & Garden,air fryer,generic,cheap air fryer,friggitrice ad aria economici,günstiger Heißluftfritteuse
q94eb49af8,Beauty & Personal Care,mascara,generic,mascara rating,valutazione mascara,Mascara bewertung
qe491ee84b,Electronics,phone case,generic,buy phone case,acquista custodia per telefono,Handyhülle kaufen
q2d6235c78,Baby & Kids,baby stroller,generic,baby stroller for beginners,passeggino per principianti,Kinderwagen für anfänger
q06e72e9e5,Home & Garden,stand mixer,generic,top stand mixer,top impastatrice,top Küchenmaschine
q0b4641dde,Sporting Goods,stand up paddle,generic,stand up paddle sale,stand up paddle saldi,Stand-Up-Paddle sale
qdc67be2f8,Home & Garden,electric toothbrush,generic,electric toothbrush professional,spazzolino elettrico professionale,professioneller Elektrische Zahnbürste
qb5f32b265,Electronics,noise cancelling headphones,generic,noise cancelling headphones under 500,cuffie noise cancelling sotto 500 euro,Noise-Cancelling-Kopfhörer unter 500 euro
q35c40e081,Home & Garden,stand mixer,generic,stand mixer offers,offerte impastatrice,Küchenmaschine angebote
qf7c35eadb,Apparel & Accessories,smartwatch,generic,where to buy smartwatch,dove comprare smartwatch,wo Smartwatch kaufen
qe15ec4a12,Electronics,DAC amplifier,generic,buy DAC amplifier online,comprare DAC amplificatore online,DAC Verstärker online kaufen
qd7d2d0829,Electronics,flagship smartphone,generic,where to buy flagship smartphone,dove comprare smartphone top di gamma,wo Flagship-Smartphone kaufen
q8031c8751,Sporting Goods,yoga mat,generic,yoga mat online,tappetino yoga online,Yogamatte online
qcbccc2a2d,Sporting Goods,exercise bike,generic,exercise bike professional,cyclette professionale,professioneller Heimtrainer
qbedaed38d,Electronics,vinyl record player,generic,vinyl record player online,giradischi online,Plattenspieler online
q87f6a1ac4,Electronics,laptop stand,generic,laptop stand under 500,supporto laptop sotto 500 euro,Laptop-Ständer unter 500 euro
q943d2b1cd,Electronics,earbuds,branded,Jabra Elite 10 offers,Jabra Elite 10 offerte,Jabra Elite 10 angebote
q05a46e731,Beauty & Personal Care,vitamin C serum,generic,vitamin C serum under 100,siero vitamina C sotto 100 euro,Vitamin-C-Serum unter 100 euro
q0c826dae5,Electronics,QLED television,generic,QLED television offers,offerte televisore QLED,QLED-Fernseher angebote
q845197e02,Apparel & Accessories,sneakers,generic,sneakers price,prezzo sneakers,Sneaker preis
q0e6239949,Apparel & Accessories,smartwatch,branded,Samsung Galaxy Watch 6,Samsung Galaxy Watch 6,Samsung Galaxy Watch 6
qbb3da48bd,Apparel & Accessories,polo shirt,generic,polo shirt professional,polo professionale,professioneller Poloshirt
qc77eff2eb,Apparel & Accessories,compression socks,generic,compression socks,calze a compressione,Kompressionssocken
q46d14bd26,Baby & Kids,scooter kids,generic,scooter kids review,recensione monopattino bambini,Kinderroller test
q48540d0e4,Electronics,camera lens,generic,camera lens online,obiettivo fotografico online,Kameraobjektiv online
q7f7748fd8,Sporting Goods,yoga mat,branded,buy Manduka PRO Yoga Mat,acquista Manduka PRO Yoga Mat,Manduka PRO Yoga Mat kaufen
qf44b0e17b,Electronics,DAC amplifier,generic,DAC amplifier for beginners,DAC amplificatore per principianti,DAC Verstärker für anfänger
qe88a28d56,Electronics,VR headset,branded,Meta Quest 3 review,Meta Quest 3 recensione,Meta Quest 3 test
q27382d132,Apparel & Accessories,running shoes,branded,New Balance 574,New Balance 574,New Balance 574
qe25ea766c,Home & Garden,security camera,generic,top security camera,top telecamera di sicurezza,top Sicherheitskamera
q3a14add08,Sporting Goods,climbing harness,generic,climbing harness,imbrago da arrampicata,Klettergurt
qc0b0f5940,Baby & Kids,baby stroller,branded,UPPAbaby Vista V2,UPPAbaby Vista V2,UPPAbaby Vista V2
qde6c75f02,Home & Garden,electric razor,generic,electric razor deals,rasoio elettrico occasioni,Elektrorasierer schnäppchen
q5b10d2e94,Electronics,gaming monitor,generic,gaming monitor rating,valutazione monitor gaming,Gaming-Monitor bewertung
qbb0244481,Home & Garden,air purifier,generic,air purifier sale,purificatore d'aria saldi,Luftreiniger sale
qd9f4bc1c6,Home & Garden,hair dryer,generic,buy hair dryer online,comprare asciugacapelli online,Haartrockner online kaufen
qd7039c0f2,Electronics,flagship smartphone,generic,flagship smartphone,smartphone top di gamma,Flagship-Smartphone
q8f0943404,Home & Garden,air fryer,branded,Instant Vortex Plus 6-in-1 offers,Instant Vortex Plus 6-in-1 offerte,Instant Vortex Plus 6-in-1 angebote
qf23a1b983,Sporting Goods,protein powder,branded,Optimum Nutrition Gold Standard Whey review,Optimum Nutrition Gold Standard Whey recensione,Optimum Nutrition Gold Standard Whey test
qf96201a77,Beauty & Personal Care,perfume,generic,perfume under 100,profumo sotto 100 euro,Parfüm unter 100 euro
qe51bfd125,Baby & Kids,children bicycle,generic,children bicycle,bicicletta bambini,Kinderfahrrad
qb7666b13e,Electronics,smartphone,branded,iPhone 16 price,iPhone 16 prezzo,iPhone 16 preis
qf9c191ca3,Apparel & Accessories,fitness tracker,generic,fitness tracker offers,offerte fitness tracker,Fitness-Tracker angebote
q92b194192,Electronics,smartphone,branded,Honor Magic 6 Pro offers,Honor Magic 6 Pro offerte,Honor Magic 6 Pro angebote
q166292708,Sporting Goods,trekking poles,generic,buy trekking poles online,comprare bastoni da trekking online,Wanderstöcke online kaufen
q7ca233c84,Sporting Goods,dumbbell set,generic,dumbbell set 2024,set manubri 2024,Hantelset 2024
q448545198,Electronics,wireless headphones,branded,Marshall Major V price,Marshall Major V prezzo,Marshall Major V preis
qe502801fd,Sporting Goods,mountain bike,generic,compare mountain bike,confronta mountain bike,Mountainbike vergleich
q7df01d113,Electronics,laptop,branded,Dell XPS 15 review,Dell XPS 15 recensione,Dell XPS 15 test
qed2592666,Electronics,portable speaker,generic,portable speaker for beginners,altoparlante portatile per principianti,Portabler Lautsprecher für anfänger
q54574a9c0,Electronics,earbuds,branded,Nothing Ear 2 review,Nothing Ear 2 recensione,Nothing Ear 2 test
q29db87c64,Electronics,iPad,generic,iPad amazon,iPad amazon,iPad amazon
qd13450cf0,Electronics,noise cancelling headphones,branded,buy Apple AirPods Max,acquista Apple AirPods Max,Apple AirPods Max kaufen
q364335f5f,Electronics,SSD,branded,WD Black SN850X review,WD Black SN850X recensione,WD Black SN850X test
q18169d6e8,Sporting Goods,surf board,generic,cheap surf board,tavola da surf economici,günstiger Surfbrett
q6b75be2c6,Electronics,VR headset,generic,cheap VR headset,visore VR economici,günstiger VR-Headset
q3698eb20a,Home & Garden,humidifier,generic,humidifier deals,umidificatore occasioni,Luftbefeuchter schnäppchen
q517d83ac0,Apparel & Accessories,running shoes,branded,New Balance 990v6 review,New Balance 990v6 recensione,New Balance 990v6 test
q7461dbef8,Apparel & Accessories,running shoes,branded,ASICS Gel-Kayano 30 review,ASICS Gel-Kayano 30 recensione,ASICS Gel-Kayano 30 test
qa847453db,Electronics,action camera,branded,DJI Osmo Action 4 price,DJI Osmo Action 4 prezzo,DJI Osmo Action 4 preis
q2a905e1e7,Electronics,earbuds,branded,Nothing Ear 2 price,Nothing Ear 2 prezzo,Nothing Ear 2 preis
qa4601385f,Electronics,mirrorless camera,generic,top mirrorless camera,top fotocamera mirrorless,top Systemkamera
q66d9ef8e0,Home & Garden,coffee machine,generic,coffee machine professional,macchina del caffè professionale,professioneller Kaffeemaschine
q1e48840f1,Electronics,gaming monitor,generic,gaming monitor deals,monitor gaming occasioni,Gaming-Monitor schnäppchen
q6d8b0c61e,Sporting Goods,sleeping bag,branded,Sea to Summit Spark Pro offers,Sea to Summit Spark Pro offerte,Sea to Summit Spark Pro angebote
q9d040ef15,Beauty & Personal Care,retinol cream,generic,retinol cream deals,crema al retinolo occasioni,Retinol-Creme schnäppchen
q0012320ac,Home & Garden,stand mixer,generic,stand mixer online,impastatrice online,Küchenmaschine online
q500c00aaf,Electronics,earbuds,generic,earbuds deals,auricolari occasioni,Ohrstöpsel schnäppchen
q42d894317,Electronics,screen protector,generic,screen protector for beginners,protezione schermo per principianti,Displayschutzfolie für anfänger
q513beef10,Electronics,gaming headset,generic,best value gaming headset,headset gaming miglior rapporto qualità prezzo,bestes preis-leistungs Gaming-Headset
qe359b6925,Apparel & Accessories,running watch,generic,running watch rating,valutazione orologio da corsa,Laufuhr bewertung
q869a56cd7,Sporting Goods,e-bike,branded,Bosch eBike,E-Bike Bosch,Bosch E-Bike
q637f27637,Baby & Kids,children bicycle,branded,buy Frog Bikes 52,acquista Frog Bikes 52,Frog Bikes 52 kaufen
q06bc9543a,Apparel & Accessories,winter jacket,branded,Patagonia Down Sweater review,Patagonia Down Sweater recensione,Patagonia Down Sweater test
q383e1706c,Sporting Goods,sports nutrition,generic,top sports nutrition,top nutrizione sportiva,top Sportnahrung
qb4b5133ad,Apparel & Accessories,smartwatch,generic,smartwatch professional,smartwatch professionale,professioneller Smartwatch
q84dc58e29,Electronics,projector,generic,top projector,top proiettore,top Beamer
q842c799c5,Apparel & Accessories,backpack,generic,buy backpack online,comprare zaino online,Rucksack online kaufen
q220b4a77e,Sporting Goods,tennis racket,generic,tennis racket deals,racchetta da tennis occasioni,Tennisschläger schnäppchen
q265d1aee5,Home & Garden,air fryer,generic,air fryer for beginners,friggitrice ad aria per principianti,Heißluftfritteuse für anfänger
q204fe48ba,Beauty & Personal Care,lip balm,generic,best value lip balm,balsamo labbra miglior rapporto qualità prezzo,bestes preis-leistungs Lippenbalsam
q840858ef9,Apparel & Accessories,compression socks,generic,best value compression socks,calze a compressione miglior rapporto qualità prezzo,bestes preis-leistungs Kompressionssocken
qe084e2ee6,Electronics,OLED television,generic,OLED television review,recensione televisore OLED,OLED-Fernseher test
q62a44a4dd,Apparel & Accessories,football boots,branded,buy Adidas Predator Elite,acquista Adidas Predator Elite,Adidas Predator Elite kaufen
qa4973ff36,Home & Garden,hair dryer,generic,hair dryer under 500,asciugacapelli sotto 500 euro,Haartrockner unter 500 euro
q76699316b,Electronics,iPad,generic,buy iPad,acquista iPad,iPad kaufen
qe6c6b91c3,Sporting Goods,badminton racket,generic,buy badminton racket online,comprare racchetta da badminton online,Badmintonschläger online kaufen
qecd4aab25,Apparel & Accessories,sunglasses,branded,Oakley Radar EV Path offers,Oakley Radar EV Path offerte,Oakley Radar EV Path angebote
q106efb83b,Home & Garden,hair straightener,generic,hair straightener rating,valutazione piastra per capelli,Haarglätter bewertung
q31eca22ee,Sporting Goods,treadmill,generic,buy treadmill,acquista tapis roulant,Laufband kaufen
q484052598,Apparel & Accessories,sneakers,generic,sneakers rating,valutazione sneakers,Sneaker bewertung
q275883dfe,Electronics,noise cancelling headphones,generic,noise cancelling headphones under 100,cuffie noise cancelling sotto 100 euro,Noise-Cancelling-Kopfhörer unter 100 euro
q6504c4da0,Sporting Goods,tennis racket,generic,tennis racket 2024,racchetta da tennis 2024,Tennisschläger 2024
q99154605d,Sporting Goods,road bike,branded,Trek Domane SL 6,Trek Domane SL 6,Trek Domane SL 6
qfa8bcf409,Apparel & Accessories,backpack,generic,backpack under 500,zaino sotto 500 euro,Rucksack unter 500 euro
q5053c3f5f,Apparel & Accessories,running shoes,branded,Adidas Ultraboost 22 review,Adidas Ultraboost 22 recensione,Adidas Ultraboost 22 test
q6abc8bdfc,Beauty & Personal Care,nail polish,generic,buy nail polish online,comprare smalto per unghie online,Nagellack online kaufen
q2fbf9afc2,Sporting Goods,ski boots,generic,best value ski boots,scarponi da sci miglior rapporto qualità prezzo,bestes preis-leistungs Skischuhe
qcb36d4959,Sporting Goods,GPS running watch,branded,Coros Pace 3 price,Coros Pace 3 prezzo,Coros Pace 3 preis
q9b96c5034,Apparel & Accessories,fitness tracker,generic,best fitness tracker,migliori fitness tracker,bestes Fitness-Tracker
qc7a47b3b2,Apparel & Accessories,winter jacket,generic,winter jacket sale,giacca invernale saldi,Winterjacke sale
